2019-01-01,2019-02-01,31,15.0973
2019-02-01,2019-03-01,28,158.3132
2019-03-01,2019-04-01,31,635.0776
2019-04-01,2019-05-01,30,1554.5794
2019-05-01,2019-06-01,31,3376.5597
2019-06-01,2019-07-01,30,5959.5128
2019-07-01,2019-08-01,31,9681.8560
2019-08-01,2019-09-01,31,15336.8249
2019-09-01,2019-10-01,30,21306.7741
2019-10-01,2019-11-01,31,30115.7789
2019-11-01,2019-12-01,30,40451.2001
2019-12-01,2020-01-01,31,54004.0563
